"","Sex","Age","Ethnicity","Ethnicity_Collapsed","Region","Type_Of_Org","Specific_Type_Of_Org","Education_Band","BORNUK","Annual_Income","Weekly_Income","income_drop","Income_Group","TradeUnion","TUCOV","Occupation_Catergory","Organisation_Catergory","Guaranteed_Hours","Notice_Of_Working_Hours","Notice_Of_Cancelled_Shifts","Cancelled_Shift_Pay","Sick_Pay","RightsViolations_Paid_On_Time","RightsViolations_Paid_Correct_Amount","RightsViolations_Leave_Entitlement","RightsViolations_Holiday_Pay","RightsViolations_Sick_Pay","RightsViolations_Pay_Slip","RightsViolations_Health_Safety","RightsViolations_None","RightsViolations_TEXT","Job_Satisfaction","Pay_Comparison","Training_Induction","Treatment_At_Work_InHouse","Treatment_At_Work_Overall","Client_Discrimination_Age","Client_Discrimination_Disability","Client_Discrimination_Nationality","Client_Discrimination_Ethnicity","Client_Discrimination_Sex","Clarity1","Clarity2","Clarity3","Clarity4","Clarity5","Clarity6","Clarity7","Clarity8","Clarity9","Clarity10","Clarity11","Clarity_Overall_Mean","Why_Job_Like","Why_Job_Convinient","Why_Job_Flexibility","Why_Job_Pay","Why_Job_Collegues","Why_Job_Culture","Why_Job_Progress","Why_Job_BestAvailable","Why_Job_NotQualified","Why_Job_Health","Why_Job_Carer","Pros_And_Cons_Flexibility","Pros_And_Cons_Pay","Pros_And_Cons_Hours","Pros_And_Cons_Holiday","Pros_And_Cons_Terms","Pros_And_Cons_Promotion","Pros_And_Cons_Training","Pros_And_Cons_Security","Pros_And_Cons_Treatment","Pros_And_Cons_Specialisation","Pros_And_Cons_Connection","Pros_And_Cons_FeelInvested","Pros_And_Cons_Rights","Pros_And_Cons_HealthSafety","Work_Preference","What_Improvements_Pay","What_Improvements_MoreHours","What_Improvements_LessHours","What_Improvements_MoreConsistency","What_Improvements_MoreFlexibility","What_Improvements_PartofInhouse","What_Improvements_PartofOutsourced","What_Improvements_Treatment","What_Improvements_BetterTerms","What_Improvements_EnforceRights","What_Improvements_Management","What_Improvements_Autonomy","What_Improvements_Union","What_Improvements_Other","What_Improvements_None","What_Improvements_Other_TEXT","Complaints","Outsourced","Rights_Violations_Score","What_Improvements_Score"
"11","Male",29,"English / Welsh / Scottish / Northern Irish / British","White","East of England","A private firm, business or limited company",NA,"Low","Prefer not to say",19746,424.254143646409,0,"Not low",NA,"Don't know","Caring and Leisure service occupations (e.g. care workers, travel agents, hairdressers, teaching assistants)","I’m not sure","25-35 hours","1-2 weeks","Not applicable - my job does not involve variable working hours or shift work",NA,"I don’t know / I’m not sure","No","No","No","No","No","No","No","None of these",NA,NA,"NA – there are no in-house colleagues in comparable roles to mine","I don’t know / not sure","It’s not possible to say / there are no in-house staff I can compare myself to","Always respected and treated well",1,2,2,2,2,"Not sure","Not sure","Not sure","Neither agree nor disagree","Neither agree nor disagree","Not sure","Not sure","Neither agree nor disagree","Not sure","Neither agree nor disagree","Not sure",3,"I like doing this kind of work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Don't know","Neither / no impact","Neither / no impact","Neither / no impact","Don't know","Don't know","Don't know","Don't know","Neither / no impact","Not sure","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"I don’t think anything needs improving",NA,"Not sure",1.60895485085841,0,0
"12","Male",34,"Indian","Asian/Asian British","Yorkshire and the Humber","A private firm, business or limited company",NA,"Mid","I was born in the UK",NA,NA,0,NA,"No","Yes","Administrative and secretarial occupations (e.g. clerk, secretary, receptionist)","Administrative and Support Service Activities  (provides administrative support or various services to other businesses.","35+ hours","4 weeks or more","No",NA,"Yes, my employer pays my usual rate of pay for my usual working hours, so I receive my usual pay","No","No","No","Yes","Yes","No","No",NA,NA,5,"I think I get paid  less  than my colleagues in comparable roles who work in-house.","I did not feel prepared or adequately trained","I feel I am treated  the same  as in-house staff","Usually respected and treated well",0,0,2,2,0,"Neither agree nor disagree","Strongly disagree","Not sure","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree",2.9,"I like doing this kind of work","My job is in a convenient location",NA,NA,"I like my colleagues","I like the workplace culture",NA,NA,NA,NA,NA,"Neither / no impact","I get paid less","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","I would strongly prefer to be an in-house worker","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No",NA,NA,NA,"Somewhat disagree",0.953007353910219,2,3
"13","Female",27,"African","Black/ African/Caribbean/Black British","North West","A private firm, business or limited company",NA,"High","Within the last year",NA,NA,0,NA,"No","Yes","Caring and Leisure service occupations (e.g. care workers, travel agents, hairdressers, teaching assistants)","Human Health and Social Work Activities (health and medical services, residential care, or social work activities)","35+ hours","Less than 24 hours","Yes","50-74%","I don’t know / I’m not sure","No","No","No","No","No","Yes","No",NA,NA,5,"I don’t know / I’m not sure","I felt very well prepared and well trained","I feel I am treated  the same  as in-house staff","Always respected and treated well",NA,0,2,2,NA,"Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat agree","Strongly agree","Somewhat disagree",4.27272727272727,"I like doing this kind of work",NA,"I can work flexibly in a way which suits me","The pay is good",NA,"I like the workplace culture","It is helping me develop skills and experience I need to progress",NA,NA,NA,"I can do the job alongside childcare or caring for others","I get to work more flexibly","Don't know","I have more secure working hours","Don't know","Neither / no impact","I have more opportunity to progress onto higher pay or be promoted","I have  more access to training and development","I have more job security","Neither / no impact","I have more opportunity to specialise in my role or industry","I feel more connected to people I work with","I feel more invested in my role and my work","Neither / no impact","My health and safety at work is more protected","I would strongly prefer to be an in-house worker","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No",NA,NA,NA,"Strongly agree",0.365976541858032,1,3
"14","Female",44,"English / Welsh / Scottish / Northern Irish / British","White","London","A private firm, business or limited company",NA,"Mid","I was born in the UK",56000,1203.19214241866,0,"Not low","No","No","Sales and customer service occupations (e.g. sales and retail assistants, call centre workers, pharmacy workers)","Administrative and Support Service Activities  (provides administrative support or various services to other businesses.","35+ hours","4 weeks or more","No",NA,"Yes, my employer pays my usual rate of pay for my usual working hours, so I receive my usual pay","No","No","No","No","No","No","No","None of these",NA,7,"I think I get paid  about the same  as my colleagues in comparable roles who work in-house.","I felt prepared and adequately trained","It’s not possible to say / there are no in-house staff I can compare myself to","Always respected and treated well",0,0,0,0,0,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree",5,NA,"My job is in a convenient location","I can work flexibly in a way which suits me","The pay is good",NA,"I like the workplace culture",NA,NA,NA,NA,NA,"Neither / no impact","Neither / no impact","I have more secure working hours","Neither / no impact","Neither / no impact","I have more opportunity to progress onto higher pay or be promoted","I have  more access to training and development","I have more job security","Neither / no impact","I have more opportunity to specialise in my role or industry","I feel more connected to people I work with","I feel more invested in my role and my work","I find it easier to assert my rights at work","My health and safety at work is more protected","I have no preference","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No",NA,NA,NA,"Strongly agree",1.79123649605451,0,2
"15","Female",34,"White and Black Caribbean","Mixed/Multiple ethnic groups","South West","A private firm, business or limited company",NA,"High","Within the last 5 years",18000,386.740331491713,0,"Not low",NA,"Don't know","Caring and Leisure service occupations (e.g. care workers, travel agents, hairdressers, teaching assistants)","Human Health and Social Work Activities (health and medical services, residential care, or social work activities)","35+ hours","4-6 days","Yes","25-49%","Yes, my employer pays the basic rate of statutory sick pay (£116.75 a week)","No","No","No","Yes","No","Yes","Yes",NA,NA,5,"I think I get paid  about the same  as my colleagues in comparable roles who work in-house.","I felt very well prepared and well trained","I feel I am treated  worse  than in-house staff","Sometimes well, sometimes poorly",2,NA,2,2,0,"Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree",4.63636363636364,NA,NA,NA,NA,NA,NA,"It is helping me develop skills and experience I need to progress","This was the best job available to me","I do not have the formal qualifications I need to do another job I would prefer",NA,"I can do the job alongside childcare or caring for others","I get to work less flexibly","I get paid less","I have less secure working hours","I get worse holiday leave","I get worse terms and conditions","I have less opportunity to progress onto higher pay or be promoted","I have  less access to training and development","I have less job security","I am treated worse than in house colleagues","I have less opportunity to specialise in my role or industry","I feel less connected to people I work with","I feel more invested in my role and my work","I find it harder to assert my rights at work","My health and safety at work is less protected","I would strongly prefer to be an in-house worker","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","No",NA,NA,NA,"Somewhat agree",0.740538890359438,3,3
"16","Male",40,"English / Welsh / Scottish / Northern Irish / British","White","South East","A private firm, business or limited company",NA,"High","Prefer not to say",60000,1289.13443830571,0,"Not low","No","No","Skilled trades and skilled manual occupations (e.g. farmers, tool makers, electricians, plumbers, builders)","Agriculture, Forestry, and Fishing  (involves growing crops, raising animals, logging, or commercial fishing)","35+ hours","1-2 weeks","No",NA,"Yes, my employer pays the basic rate of statutory sick pay (£116.75 a week)","No","No","No","No","No","No","No","None of these",NA,6,"I think I get paid  more  than my colleagues in comparable roles who work in-house.","I don’t know / not sure","I feel I am treated  worse  than in-house staff","Always respected and treated well",0,0,0,0,0,"Somewhat agree","Somewhat agree","Strongly agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree",4.09090909090909,NA,"My job is in a convenient location",NA,"The pay is good","I like my colleagues",NA,NA,NA,NA,NA,NA,"I get to work more flexibly","I get paid more","Neither / no impact","I get worse holiday leave","I get better terms and conditions","Neither / no impact","Neither / no impact","I have less job security","Neither / no impact","I have more opportunity to specialise in my role or industry","I feel more connected to people I work with","Neither / no impact","I find it easier to assert my rights at work","Don't know","I would strongly prefer to be an in-house worker","No","No","No","No","Yes","No","No","No","No","No","No","No","No",NA,NA,NA,"Strongly agree",0.651815247588297,0,1
"17","Female",52,"English / Welsh / Scottish / Northern Irish / British","White","South West","A private firm, business or limited company",NA,"Mid","I was born in the UK",26856,580.110497237569,0,"Not low","No","Yes","Skilled trades and skilled manual occupations (e.g. farmers, tool makers, electricians, plumbers, builders)","Manufacturing  (factories creating items such as electronics, machinery, food products, textiles, or other goods from ra","9-15 hours","4-6 days","No",NA,"Yes, my employer pays me sick pay which is above the basic rate of statutory sick pay (£116.75 a week) but below my usu","No","Yes","Yes","No","Yes","No","No",NA,NA,7,"I think I get paid  more  than my colleagues in comparable roles who work in-house.","I felt prepared and adequately trained","I feel I am treated  the same  as in-house staff","Sometimes well, sometimes poorly",1,1,1,1,1,"Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree",4,NA,"My job is in a convenient location",NA,NA,NA,"I like the workplace culture",NA,NA,"I do not have the formal qualifications I need to do another job I would prefer",NA,NA,"I get to work more flexibly","I get paid more","I have more secure working hours","I get worse holiday leave","I get better terms and conditions","I have more opportunity to progress onto higher pay or be promoted","I have  more access to training and development","I have more job security","I am treated better than in-house colleagues","I have more opportunity to specialise in my role or industry","I feel more connected to people I work with","I feel more invested in my role and my work","I find it easier to assert my rights at work","My health and safety at work is more protected","I would prefer to be an outsourced worker","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No",NA,NA,NA,"Somewhat agree",1.27704411641004,3,3
"18","Male",19,"English / Welsh / Scottish / Northern Irish / British","White","Yorkshire and the Humber","A private firm, business or limited company",NA,"Mid","Within the last 5 years",34907.1428571429,750,0,"Not low","Prefer not to say","Yes","Managers, directors and senior officials (e.g. CEOs, MDs, board members, elected officials, shop owners, business owners","Manufacturing  (factories creating items such as electronics, machinery, food products, textiles, or other goods from ra","35+ hours","Less than 24 hours","Yes","75-99%","Yes, my employer pays the basic rate of statutory sick pay (£116.75 a week)","No","No","No","No","Yes","No","No",NA,NA,7,"I think I get paid  less  than my colleagues in comparable roles who work in-house.","I did not feel prepared or adequately trained","I feel I am treated  the same  as in-house staff","Usually respected and treated well",2,2,3,2,1,"Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree",3.45454545454545,NA,NA,NA,NA,NA,"I like the workplace culture",NA,NA,NA,NA,NA,"I get to work more flexibly","Neither / no impact","Neither / no impact","Neither / no impact","I get better terms and conditions","I have more opportunity to progress onto higher pay or be promoted","I have  less access to training and development","I have more job security","Neither / no impact","I have more opportunity to specialise in my role or industry","Neither / no impact","I feel more invested in my role and my work","Neither / no impact","My health and safety at work is less protected","I would strongly prefer to be an outsourced worker","No","No","No","Yes","No","No","No","No","No","No","No","No","No",NA,NA,NA,"Neither agree nor disagree",1.71956172963467,1,1
"19","Female",32,"English / Welsh / Scottish / Northern Irish / British","White","South East","A private firm, business or limited company",NA,"High","I was born in the UK",9308.57142857143,200,0,"Low","No","Don't know","Administrative and secretarial occupations (e.g. clerk, secretary, receptionist)","Human Health and Social Work Activities (health and medical services, residential care, or social work activities)","9-15 hours","1-3 days","No",NA,"No, I do not have access to sick pay if I am off work sick","No","No","No","No","No","No","No","None of these",NA,6,"I think I get paid  about the same  as my colleagues in comparable roles who work in-house.","I felt very well prepared and well trained","I feel I am treated  the same  as in-house staff","Usually disrespected or treated poorly",NA,0,0,0,0,"Somewhat agree","Neither agree nor disagree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree",4.18181818181818,"I like doing this kind of work","My job is in a convenient location","I can work flexibly in a way which suits me","The pay is good",NA,NA,NA,NA,NA,NA,NA,"Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","I have no preference","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No",NA,NA,NA,"Neither agree nor disagree",0.775415934837384,0,2
"20","Female",47,"Indian","Asian/Asian British","West Midlands","A private firm, business or limited company",NA,"High","Within the last 15 years",7200,154.696132596685,0,"Low","No","No","Elementary and routine jobs (e.g. postal workers, cleaners, parking inspector, porters, bar staff and waiters)","Other Service Activities  (other services not listed, including the activities of membership organisations, the repair o","16-24 hours","1-3 days","No",NA,"Yes, my employer pays the basic rate of statutory sick pay (£116.75 a week)","No","No","No","No","No","No","No","None of these",NA,6,"I think I get paid  about the same  as my colleagues in comparable roles who work in-house.","I felt very well prepared and well trained","I feel I am treated  better  than in-house staff","Always respected and treated well",0,0,0,0,0,"Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Strongly agree",4.9,NA,NA,NA,"The pay is good","I like my colleagues","I like the workplace culture",NA,"This was the best job available to me",NA,NA,NA,"Don't know","Neither / no impact","I have more secure working hours","I get better holiday leave","I get better terms and conditions","Don't know","I have  more access to training and development","I have more job security","I am treated better than in-house colleagues","Don't know","I feel more connected to people I work with","I feel more invested in my role and my work","I find it easier to assert my rights at work","My health and safety at work is more protected","I have no preference","No","Yes","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,"Strongly disagree",0.373652232714568,0,1
"21","Female",33,"Any other White background","White","London","A private firm, business or limited company",NA,"High","Within the last year",40000,859.422958870473,0,"Not low","Yes","Yes","Managers, directors and senior officials (e.g. CEOs, MDs, board members, elected officials, shop owners, business owners","Information and Communication  (covers the production and/or distribution of information and cultural products, for exam","9-15 hours","1-3 days","Yes","25-49%","Yes, my employer pays my usual rate of pay for my usual working hours, so I receive my usual pay","Yes","No","No","Yes","No","No","No",NA,NA,6,"I think I get paid  more  than my colleagues in comparable roles who work in-house.","I felt prepared and adequately trained","I feel I am treated  better  than in-house staff","Usually respected and treated well",1,1,2,1,0,"Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree",4.18181818181818,NA,NA,NA,NA,NA,NA,"It is helping me develop skills and experience I need to progress",NA,NA,"I can do the job alongside managing my health conditions",NA,"I get to work less flexibly","I get paid more","I have more secure working hours","I get better holiday leave","I get better terms and conditions","I have less opportunity to progress onto higher pay or be promoted","I have  more access to training and development","I have more job security","I am treated better than in-house colleagues","I have more opportunity to specialise in my role or industry","I feel more connected to people I work with","I feel less invested in my role and my work","I find it easier to assert my rights at work","My health and safety at work is more protected","I would strongly prefer to be an outsourced worker","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No",NA,NA,NA,"Somewhat agree",1.12604624363189,2,3
"22","Female",67,"English / Welsh / Scottish / Northern Irish / British","White","South East","A private firm, business or limited company",NA,"Mid","I was born in the UK",15000,322.283609576427,0,"Low","No","No","Administrative and secretarial occupations (e.g. clerk, secretary, receptionist)","Wholesale and Retail Trade; including Repair of Motor Vehicles and Motorcycles  (includes selling goods and services dir","16-24 hours","Not applicable – my job does not involve variable working hours or shift work","No",NA,"Yes, my employer pays my usual rate of pay for my usual working hours, so I receive my usual pay","No","No","No","No","No","No","No","None of these",NA,7,"I think I get paid  about the same  as my colleagues in comparable roles who work in-house.","I felt very well prepared and well trained","I feel I am treated  the same  as in-house staff","Always respected and treated well",0,0,0,0,0,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree",5,"I like doing this kind of work","My job is in a convenient location",NA,NA,"I like my colleagues","I like the workplace culture",NA,NA,NA,NA,NA,"Neither / no impact","Neither / no impact","Don't know","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","I have no preference","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No",NA,NA,NA,"Somewhat agree",1.18375515007532,0,3
"23","Female",19,"Gypsy or Irish Traveller","White","South East","A private firm, business or limited company",NA,"Low","I was born in the UK",15973.5085714286,343.2,0,"Low","No","Don't know","Elementary and routine jobs (e.g. postal workers, cleaners, parking inspector, porters, bar staff and waiters)","Manufacturing  (factories creating items such as electronics, machinery, food products, textiles, or other goods from ra","25-35 hours","Not applicable – my job does not involve variable working hours or shift work","Not applicable - my job does not involve variable working hours or shift work",NA,"Yes, my employer pays the basic rate of statutory sick pay (£116.75 a week)","No","Yes","Yes","No","No","No","No",NA,NA,3,"I think I get paid  about the same  as my colleagues in comparable roles who work in-house.","I felt prepared and adequately trained","I feel I am treated  worse  than in-house staff","Sometimes well, sometimes poorly",0,0,0,0,0,"Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Neither agree nor disagree",3.45454545454545,NA,"My job is in a convenient location",NA,NA,"I like my colleagues",NA,NA,"This was the best job available to me",NA,NA,NA,"I get to work less flexibly","I get paid more","Neither / no impact","I get worse holiday leave","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","I feel more connected to people I work with","Neither / no impact","Neither / no impact","Neither / no impact","I have no preference","Yes","No","No","No","No","No","No","No","Yes","No","No","No","Yes",NA,NA,NA,"Somewhat agree",1.23698839601332,2,3
"24","Female",27,"Caribbean","Black/ African/Caribbean/Black British","Wales","Some other kind of organisation","Local government or council (including fire service and local authority controlled schools or colleges)","Low","I was born in the UK",14106,303.075506445672,0,"Low",NA,"Don't know","Caring and Leisure service occupations (e.g. care workers, travel agents, hairdressers, teaching assistants)","Education  (schools, colleges, or training centres)","25-35 hours","Not applicable – my job does not involve variable working hours or shift work","Not applicable - my job does not involve variable working hours or shift work",NA,"I don’t know / I’m not sure","No","No","No","No","No","No","No","None of these",NA,5,"I think I get paid  about the same  as my colleagues in comparable roles who work in-house.","I felt prepared and adequately trained","I feel I am treated  the same  as in-house staff","Usually respected and treated well",NA,NA,0,NA,NA,"Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Not sure","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree",4.1,"I like doing this kind of work",NA,NA,NA,NA,NA,NA,"This was the best job available to me",NA,NA,NA,"Don't know","Don't know","I have more secure working hours","Neither / no impact","Don't know","I have more opportunity to progress onto higher pay or be promoted","I have  more access to training and development","I have more job security","Neither / no impact","Don't know","Neither / no impact","I feel more invested in my role and my work","I find it easier to assert my rights at work","My health and safety at work is less protected","I have no preference","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No",NA,NA,NA,"Somewhat agree",0.899425638581739,0,2
"25","Female",28,"English / Welsh / Scottish / Northern Irish / British","White","East Midlands","A private firm, business or limited company",NA,"High","I was born in the UK",12570,270.073664825046,0,"Low","No","No","Caring and Leisure service occupations (e.g. care workers, travel agents, hairdressers, teaching assistants)","Human Health and Social Work Activities (health and medical services, residential care, or social work activities)","16-24 hours","1-2 weeks","Yes","0%","Yes, my employer pays the basic rate of statutory sick pay (£116.75 a week)","No","No","No","No","No","No","No","None of these",NA,7,"NA – there are no in-house colleagues in comparable roles to mine","I felt very well prepared and well trained","It’s not possible to say / there are no in-house staff I can compare myself to","Always respected and treated well",0,0,0,0,0,"Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree",4.90909090909091,"I like doing this kind of work","My job is in a convenient location","I can work flexibly in a way which suits me",NA,"I like my colleagues",NA,"It is helping me develop skills and experience I need to progress","This was the best job available to me",NA,"I can do the job alongside managing my health conditions","I can do the job alongside childcare or caring for others","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Don't know","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","Neither / no impact","I have no preference","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"I don’t think anything needs improving",NA,"Strongly agree",0.958294223936035,0,0
